id,longitude,latitude,start_date,end_date,label
118,-57.554,-14.4458,2014-09-14,2015-08-29,Pasture
119,-54.9649,-15.1723,2015-09-14,2016-08-28,Pasture
120,-55.3306,-15.8122,2015-09-14,2016-08-28,Pasture
121,-52.8581,-15.623,2013-09-14,2014-08-29,Pasture
122,-54.1348,-10.4477,2013-09-14,2014-08-29,Pasture
123,-54.9475,-10.1382,2013-09-14,2014-08-29,Pasture
124,-54.9928,-11.9319,2014-09-14,2015-08-29,Pasture
125,-52.2715,-14.9142,2014-09-14,2015-08-29,Pasture
126,-59.808,-14.3551,2005-09-14,2006-08-29,Pasture
127,-52.183,-15.1653,2014-09-14,2015-08-29,Pasture
128,-51.9897,-12.6367,2013-09-14,2014-08-29,Pasture
129,-52.6698,-10.824,2013-09-14,2014-08-29,Pasture
130,-55.6866,-15.7202,2015-09-14,2016-08-28,Pasture
131,-51.926,-13.1166,2013-09-14,2014-08-29,Pasture
132,-52.3445,-14.7277,2013-09-14,2014-08-29,Pasture
133,-56.701,-13.8596,2015-09-14,2016-08-28,Pasture
134,-52.2041,-15.4079,2013-09-14,2014-08-29,Pasture
135,-52.0352,-13.8025,2014-09-14,2015-08-29,Pasture
136,-53.7364,-15.7129,2013-09-14,2014-08-29,Pasture
137,-52.2722,-14.4598,2013-09-14,2014-08-29,Pasture
138,-52.6306,-15.713,2014-09-14,2015-08-29,Pasture
139,-52.1068,-13.9412,2013-09-14,2014-08-29,Pasture
140,-55.8955,-10.081,2005-09-14,2006-08-29,Pasture
141,-51.8845,-13.0109,2013-09-14,2014-08-29,Pasture
142,-55.0312,-14.2294,2003-09-14,2004-08-28,Pasture
143,-52.1806,-14.234,2014-09-14,2015-08-29,Pasture
144,-55.3558,-15.8185,2015-09-14,2016-08-28,Pasture
145,-52.7012,-15.6941,2013-09-14,2014-08-29,Pasture
146,-51.565,-12.5681,2003-09-14,2004-08-28,Pasture
147,-52.1703,-14.2692,2013-09-14,2014-08-29,Pasture
148,-57.5743,-14.5173,2014-09-14,2015-08-29,Pasture
149,-52.2977,-14.8443,2014-09-14,2015-08-29,Pasture
150,-59.418,-9.3126,2014-09-14,2015-08-29,Pasture
151,-56.2098,-14.6582,2004-09-13,2005-08-29,Pasture
152,-56.3031,-13.4423,2015-09-14,2016-08-28,Pasture
153,-51.565,-12.5681,2012-09-13,2013-08-29,Pasture
154,-56.0231,-14.1694,2006-09-14,2007-08-29,Pasture
155,-56.4697,-14.8954,2015-09-14,2016-08-28,Pasture
156,-52.2059,-15.4816,2013-09-14,2014-08-29,Pasture
157,-52.0405,-13.8427,2013-09-14,2014-08-29,Pasture
158,-52.1993,-15.4484,2013-09-14,2014-08-29,Pasture
159,-51.7908,-12.8439,2014-09-14,2015-08-29,Pasture
160,-55.0574,-14.2136,2009-09-14,2010-08-29,Pasture
161,-51.8503,-12.7163,2013-09-14,2014-08-29,Pasture
162,-60.4875,-13.0058,2004-09-13,2005-08-29,Pasture
163,-51.8155,-12.8882,2014-09-14,2015-08-29,Pasture
164,-52.2598,-14.9734,2013-09-14,2014-08-29,Pasture
165,-51.565,-12.5681,2001-09-14,2002-08-29,Pasture
166,-52.0432,-13.7842,2014-09-14,2015-08-29,Pasture
167,-52.8003,-15.6905,2014-09-14,2015-08-29,Pasture
168,-53.8922,-15.6522,2013-09-14,2014-08-29,Pasture
169,-57.6209,-13.2247,2015-09-14,2016-08-28,Pasture
170,-52.1637,-15.3157,2013-09-14,2014-08-29,Pasture
171,-54.1334,-15.6435,2013-09-14,2014-08-29,Pasture
172,-52.0364,-13.7961,2014-09-14,2015-08-29,Pasture
173,-58.2746,-12.7532,2015-09-14,2016-08-28,Pasture
174,-55.2991,-11.2357,2013-09-14,2014-08-29,Pasture
175,-55.8099,-15.4178,2013-09-14,2014-08-29,Pasture
176,-57.6434,-13.2836,2015-09-14,2016-08-28,Pasture
177,-55.7915,-12.6512,2015-09-14,2016-08-28,Pasture
178,-52.2654,-14.4431,2013-09-14,2014-08-29,Pasture
179,-53.0647,-14.6894,2003-09-14,2004-08-28,Pasture
180,-55.3252,-15.7107,2015-09-14,2016-08-28,Pasture
181,-56.9129,-13.9274,2014-09-14,2015-08-29,Pasture
182,-55.1577,-10.7871,2013-09-14,2014-08-29,Pasture
183,-54.5191,-10.3951,2013-09-14,2014-08-29,Pasture
184,-56.4364,-13.4547,2015-09-14,2016-08-28,Pasture
185,-55.0394,-10.384,2013-09-14,2014-08-29,Pasture
186,-59.808,-14.3551,2006-09-14,2007-08-29,Pasture
187,-52.1976,-15.3903,2014-09-14,2015-08-29,Pasture
188,-52.4026,-11.123,2013-09-14,2014-08-29,Pasture
189,-55.0406,-10.2941,2013-09-14,2014-08-29,Pasture
190,-55.3173,-15.7135,2015-09-14,2016-08-28,Pasture
191,-59.8262,-14.363,2011-09-14,2012-08-28,Pasture
192,-52.2988,-14.5114,2013-09-14,2014-08-29,Pasture
193,-52.1842,-15.2057,2013-09-14,2014-08-29,Pasture
194,-57.5442,-14.3504,2014-09-14,2015-08-29,Pasture
195,-55.2195,-16.3526,2015-09-14,2016-08-28,Pasture
196,-57.5621,-14.6248,2014-09-14,2015-08-29,Pasture
197,-51.7873,-12.7521,2013-09-14,2014-08-29,Pasture
198,-53.0647,-14.6894,2010-09-14,2011-08-29,Pasture
199,-55.0286,-10.3235,2013-09-14,2014-08-29,Pasture
200,-52.407,-11.0986,2013-09-14,2014-08-29,Pasture
201,-52.6452,-15.7148,2014-09-14,2015-08-29,Pasture
202,-54.9462,-15.1557,2015-09-14,2016-08-28,Pasture
203,-52.281,-15.7587,2013-09-14,2014-08-29,Pasture
204,-54.1878,-17.1855,2015-09-14,2016-08-28,Pasture
205,-52.28,-14.473,2013-09-14,2014-08-29,Pasture
206,-57.6035,-14.6234,2014-09-14,2015-08-29,Pasture
207,-52.1879,-14.2071,2014-09-14,2015-08-29,Pasture
208,-57.7005,-14.6035,2014-09-14,2015-08-29,Pasture
209,-55.9213,-14.6885,2011-09-14,2012-08-28,Pasture
210,-56.0231,-14.1694,2004-09-13,2005-08-29,Pasture
211,-55.5712,-12.3039,2015-09-14,2016-08-28,Pasture
212,-55.0312,-14.2294,2001-09-14,2002-08-29,Pasture
213,-55.1466,-10.7402,2014-09-14,2015-08-29,Pasture
214,-53.3818,-15.5722,2014-09-14,2015-08-29,Pasture
215,-55.2791,-11.0785,2014-09-14,2015-08-29,Pasture
216,-54.891,-10.2394,2013-09-14,2014-08-29,Pasture
217,-55.2007,-15.51,2015-09-14,2016-08-28,Pasture
218,-52.6133,-10.8366,2013-09-14,2014-08-29,Pasture
219,-52.3919,-11.1538,2013-09-14,2014-08-29,Pasture
220,-52.2056,-15.4162,2013-09-14,2014-08-29,Pasture
221,-55.0497,-10.3673,2014-09-14,2015-08-29,Pasture
222,-52.1772,-15.1729,2013-09-14,2014-08-29,Pasture
223,-59.403,-9.3146,2013-09-14,2014-08-29,Pasture
224,-55.8955,-10.081,2011-09-14,2012-08-28,Pasture
225,-52.3379,-14.7345,2013-09-14,2014-08-29,Pasture
226,-55.0574,-14.2136,2002-09-14,2003-08-29,Pasture
227,-52.8116,-15.6903,2013-09-14,2014-08-29,Pasture
228,-55.2775,-11.0404,2013-09-14,2014-08-29,Pasture
229,-54.5327,-16.5813,2015-09-14,2016-08-28,Pasture
230,-53.4335,-15.5623,2013-09-14,2014-08-29,Pasture
231,-51.7888,-12.7396,2014-09-14,2015-08-29,Pasture
232,-54.9373,-10.0818,2013-09-14,2014-08-29,Pasture
233,-51.7903,-12.7796,2013-09-14,2014-08-29,Pasture
234,-52.3897,-11.1353,2013-09-14,2014-08-29,Pasture
235,-54.3831,-10.4545,2013-09-14,2014-08-29,Pasture
236,-59.8262,-14.363,2000-09-13,2001-08-29,Pasture
237,-52.1791,-15.2491,2013-09-14,2014-08-29,Pasture
238,-55.5255,-15.5255,2013-09-14,2014-08-29,Pasture
239,-57.6708,-13.7078,2014-09-14,2015-08-29,Pasture
240,-54.3941,-10.4556,2014-09-14,2015-08-29,Pasture
241,-57.803,-9.7565,2006-09-14,2007-08-29,Pasture
242,-57.8731,-14.5435,2014-09-14,2015-08-29,Pasture
243,-57.841,-14.5498,2014-09-14,2015-08-29,Pasture
244,-52.6744,-10.8174,2013-09-14,2014-08-29,Pasture
245,-59.0879,-15.2475,2008-09-13,2009-08-29,Pasture
246,-52.0372,-13.837,2013-09-14,2014-08-29,Pasture
247,-52.3388,-14.7297,2013-09-14,2014-08-29,Pasture
248,-56.6905,-13.8622,2015-09-14,2016-08-28,Pasture
249,-51.5718,-12.603,2013-09-14,2014-08-29,Pasture
250,-55.3155,-11.1718,2014-09-14,2015-08-29,Pasture
251,-51.8014,-12.7354,2013-09-14,2014-08-29,Pasture
252,-60.4749,-12.9952,2011-09-14,2012-08-28,Pasture
253,-55.2983,-16.207,2015-09-14,2016-08-28,Pasture
254,-55.9467,-10.0902,2006-09-14,2007-08-29,Pasture
255,-53.9232,-15.6592,2013-09-14,2014-08-29,Pasture
256,-52.9141,-10.7602,2014-09-14,2015-08-29,Pasture
257,-57.5987,-14.6317,2014-09-14,2015-08-29,Pasture
258,-55.7512,-15.6987,2015-09-14,2016-08-28,Pasture
259,-51.9935,-12.6359,2013-09-14,2014-08-29,Pasture
260,-52.1705,-14.2529,2013-09-14,2014-08-29,Pasture
261,-52.8224,-15.6748,2013-09-14,2014-08-29,Pasture
262,-55.0917,-14.2115,2011-09-14,2012-08-28,Pasture
263,-52.8858,-10.7584,2014-09-14,2015-08-29,Pasture
264,-52.0348,-13.7886,2014-09-14,2015-08-29,Pasture
265,-56.0231,-14.1694,2002-09-14,2003-08-29,Pasture
266,-52.5398,-15.7785,2014-09-14,2015-08-29,Pasture
267,-56.7898,-11.4209,2000-09-13,2001-08-29,Pasture
268,-57.5364,-14.5932,2014-09-14,2015-08-29,Pasture
269,-52.2931,-14.8716,2014-09-14,2015-08-29,Pasture
270,-52.3587,-14.6252,2013-09-14,2014-08-29,Pasture
271,-57.6412,-14.2235,2015-09-14,2016-08-28,Pasture
272,-52.9216,-15.5529,2013-09-14,2014-08-29,Pasture
273,-55.2753,-15.5055,2015-09-14,2016-08-28,Pasture
274,-55.262,-15.4992,2013-09-14,2014-08-29,Pasture
275,-51.9765,-13.2804,2013-09-14,2014-08-29,Pasture
276,-51.5718,-12.603,2011-09-14,2012-08-28,Pasture
277,-55.1968,-10.8637,2013-09-14,2014-08-29,Pasture
278,-55.3179,-11.1462,2013-09-14,2014-08-29,Pasture
279,-51.565,-12.5681,2013-09-14,2014-08-29,Pasture
280,-54.907,-10.2279,2013-09-14,2014-08-29,Pasture
281,-52.368,-15.8808,2013-09-14,2014-08-29,Pasture
282,-53.6107,-10.542,2013-09-14,2014-08-29,Pasture
283,-56.6595,-13.8459,2015-09-14,2016-08-28,Pasture
284,-52.8789,-10.7563,2014-09-14,2015-08-29,Pasture
285,-55.3351,-15.4963,2013-09-14,2014-08-29,Pasture
286,-54.2567,-10.4244,2014-09-14,2015-08-29,Pasture
287,-52.5151,-15.7807,2014-09-14,2015-08-29,Pasture
288,-54.5006,-16.6027,2015-09-14,2016-08-28,Pasture
289,-56.0727,-14.4193,2015-09-14,2016-08-28,Pasture
290,-54.2691,-16.7111,2015-09-14,2016-08-28,Pasture
291,-58.7278,-15.4932,2005-09-14,2006-08-29,Pasture
292,-53.7788,-15.7324,2014-09-14,2015-08-29,Pasture
293,-54.3629,-10.4392,2013-09-14,2014-08-29,Pasture
294,-52.3391,-14.7406,2013-09-14,2014-08-29,Pasture
295,-53.7391,-15.7187,2014-09-14,2015-08-29,Pasture
296,-52.6871,-10.8212,2013-09-14,2014-08-29,Pasture
297,-60.4875,-13.0058,2010-09-14,2011-08-29,Pasture
298,-51.9487,-13.4278,2013-09-14,2014-08-29,Pasture
299,-52.1132,-13.9596,2013-09-14,2014-08-29,Pasture
300,-52.3405,-14.7256,2013-09-14,2014-08-29,Pasture
301,-51.9491,-13.2318,2013-09-14,2014-08-29,Pasture
302,-52.3847,-11.1492,2013-09-14,2014-08-29,Pasture
303,-53.0647,-14.6894,2004-09-13,2005-08-29,Pasture
304,-55.0436,-10.3756,2014-09-14,2015-08-29,Pasture
305,-52.0605,-13.8695,2013-09-14,2014-08-29,Pasture
306,-56.0944,-14.4319,2015-09-14,2016-08-28,Pasture
307,-52.559,-15.7747,2013-09-14,2014-08-29,Pasture
308,-52.3264,-14.7094,2013-09-14,2014-08-29,Pasture
309,-52.0586,-13.8791,2013-09-14,2014-08-29,Pasture
310,-54.3957,-10.4612,2013-09-14,2014-08-29,Pasture
311,-52.3343,-14.6958,2013-09-14,2014-08-29,Pasture
312,-52.7996,-15.6908,2013-09-14,2014-08-29,Pasture
313,-52.6157,-15.7487,2014-09-14,2015-08-29,Pasture
314,-52.1792,-15.274,2013-09-14,2014-08-29,Pasture
315,-52.8729,-10.7456,2013-09-14,2014-08-29,Pasture
316,-56.7898,-11.4209,2001-09-14,2002-08-29,Pasture
317,-52.3052,-14.5233,2014-09-14,2015-08-29,Pasture
318,-51.7887,-12.7476,2013-09-14,2014-08-29,Pasture
319,-59.0879,-15.2475,2000-09-13,2001-08-29,Pasture
320,-53.254,-15.5998,2013-09-14,2014-08-29,Pasture
321,-53.2375,-15.5891,2013-09-14,2014-08-29,Pasture
322,-52.1713,-14.3213,2013-09-14,2014-08-29,Pasture
323,-52.2775,-14.9228,2014-09-14,2015-08-29,Pasture
324,-52.4576,-10.9371,2014-09-14,2015-08-29,Pasture
325,-52.6829,-15.6947,2013-09-14,2014-08-29,Pasture
326,-56.7898,-11.4209,2013-09-14,2014-08-29,Pasture
327,-55.2099,-10.9263,2013-09-14,2014-08-29,Pasture
328,-55.0917,-14.2115,2005-09-14,2006-08-29,Pasture
329,-52.0378,-13.797,2013-09-14,2014-08-29,Pasture
330,-51.9767,-11.7332,2014-09-14,2015-08-29,Pasture
331,-55.0574,-14.2136,2004-09-13,2005-08-29,Pasture
332,-51.9737,-13.2555,2013-09-14,2014-08-29,Pasture
333,-54.6938,-16.816,2015-09-14,2016-08-28,Pasture
334,-52.3627,-14.5555,2013-09-14,2014-08-29,Pasture
335,-51.89,-13.0525,2013-09-14,2014-08-29,Pasture
336,-60.4827,-12.988,2004-09-13,2005-08-29,Pasture
337,-52.1711,-14.3274,2013-09-14,2014-08-29,Pasture
338,-52.1948,-15.4099,2013-09-14,2014-08-29,Pasture
339,-55.2052,-10.935,2013-09-14,2014-08-29,Pasture
340,-52.362,-14.5493,2013-09-14,2014-08-29,Pasture
341,-55.2678,-11.0303,2013-09-14,2014-08-29,Pasture
342,-52.4139,-11.0997,2013-09-14,2014-08-29,Pasture
343,-56.0859,-14.4312,2014-09-14,2015-08-29,Pasture
344,-59.1698,-13.4957,2015-09-14,2016-08-28,Pasture
345,-58.0385,-13.27,2014-09-14,2015-08-29,Soy_Corn
346,-55.0728,-15.4877,2014-09-14,2015-08-29,Soy_Corn
347,-55.9646,-13.1453,2015-09-14,2016-08-28,Soy_Corn
348,-56.9597,-13.9101,2015-09-14,2016-08-28,Soy_Corn
349,-56.2823,-12.7671,2014-09-14,2015-08-29,Soy_Corn
350,-54.1674,-15.312,2015-09-14,2016-08-28,Soy_Corn
351,-56.0968,-13.3894,2015-09-14,2016-08-28,Soy_Corn
352,-54.1193,-15.1931,2015-09-14,2016-08-28,Soy_Corn
353,-58.7412,-13.6673,2015-09-14,2016-08-28,Soy_Corn
354,-54.2582,-15.4739,2015-09-14,2016-08-28,Soy_Corn
355,-56.023,-13.5258,2015-09-14,2016-08-28,Soy_Corn
356,-51.9147,-13.4908,2014-09-14,2015-08-29,Soy_Corn
357,-54.4654,-15.5757,2015-09-14,2016-08-28,Soy_Corn
358,-57.7975,-13.6097,2015-09-14,2016-08-28,Soy_Corn
359,-55.1584,-15.9282,2015-09-14,2016-08-28,Soy_Corn
360,-55.4247,-12.0711,2014-09-14,2015-08-29,Soy_Corn
361,-54.1826,-15.6241,2014-09-14,2015-08-29,Soy_Corn
362,-55.6746,-12.4677,2015-09-14,2016-08-28,Soy_Corn
363,-55.771,-12.6215,2015-09-14,2016-08-28,Soy_Corn
364,-56.2552,-13.0209,2014-09-14,2015-08-29,Soy_Corn
365,-54.9723,-15.1278,2015-09-14,2016-08-28,Soy_Corn
366,-56.0539,-13.3307,2015-09-14,2016-08-28,Soy_Corn
367,-55.2451,-15.6706,2015-09-14,2016-08-28,Soy_Corn
368,-54.7998,-17.0807,2015-09-14,2016-08-28,Soy_Corn
369,-57.918,-13.7996,2015-09-14,2016-08-28,Soy_Corn
370,-54.8775,-11.5317,2014-09-14,2015-08-29,Soy_Corn
371,-57.9503,-13.8351,2015-09-14,2016-08-28,Soy_Corn
372,-54.1468,-15.2612,2015-09-14,2016-08-28,Soy_Corn
373,-54.5133,-17.1269,2015-09-14,2016-08-28,Soy_Corn
374,-55.0749,-15.4314,2015-09-14,2016-08-28,Soy_Corn
375,-55.3681,-11.4717,2014-09-14,2015-08-29,Soy_Corn
376,-57.9211,-13.5858,2014-09-14,2015-08-29,Soy_Corn
377,-54.4451,-15.5763,2014-09-14,2015-08-29,Soy_Corn
378,-58.5936,-13.5574,2014-09-14,2015-08-29,Soy_Corn
379,-54.3661,-15.5818,2015-09-14,2016-08-28,Soy_Corn
380,-57.3994,-13.7916,2014-09-14,2015-08-29,Soy_Corn
381,-52.0792,-12.6115,2014-09-14,2015-08-29,Soy_Corn
382,-59.2851,-13.6217,2015-09-14,2016-08-28,Soy_Corn
383,-59.1561,-13.7859,2015-09-14,2016-08-28,Soy_Corn
384,-55.8244,-12.8205,2015-09-14,2016-08-28,Soy_Corn
385,-55.8221,-14.7581,2014-09-14,2015-08-29,Soy_Corn
386,-59.2617,-13.5061,2015-09-14,2016-08-28,Soy_Corn
387,-56.199,-13.8188,2014-09-14,2015-08-29,Soy_Corn
388,-59.2449,-13.9762,2015-09-14,2016-08-28,Soy_Corn
389,-54.8122,-17.4373,2015-09-14,2016-08-28,Soy_Corn
390,-54.6361,-15.5048,2014-09-14,2015-08-29,Soy_Corn
391,-54.5415,-17.1314,2015-09-14,2016-08-28,Soy_Corn
392,-57.9918,-14.2156,2014-09-14,2015-08-29,Soy_Corn
393,-57.4888,-14.1777,2015-09-14,2016-08-28,Soy_Corn
394,-54.9827,-15.4817,2014-09-14,2015-08-29,Soy_Corn
395,-53.9978,-15.6315,2014-09-14,2015-08-29,Soy_Corn
396,-54.0712,-14.9804,2015-09-14,2016-08-28,Soy_Corn
397,-55.0264,-15.482,2015-09-14,2016-08-28,Soy_Corn
398,-56.1232,-12.7615,2014-09-14,2015-08-29,Soy_Corn
399,-53.9271,-15.0022,2015-09-14,2016-08-28,Soy_Corn
400,-57.9805,-14.0086,2015-09-14,2016-08-28,Soy_Corn
401,-55.3542,-15.7486,2014-09-14,2015-08-29,Soy_Corn
402,-58.439,-13.547,2015-09-14,2016-08-28,Soy_Corn
403,-58.741,-13.6556,2015-09-14,2016-08-28,Soy_Corn
404,-55.1943,-15.7707,2015-09-14,2016-08-28,Soy_Corn
405,-56.0807,-13.3687,2014-09-14,2015-08-29,Soy_Corn
406,-54.1514,-16.7828,2015-09-14,2016-08-28,Soy_Corn
407,-57.9683,-13.9253,2014-09-14,2015-08-29,Soy_Corn
408,-58.6082,-13.5458,2015-09-14,2016-08-28,Soy_Corn
409,-54.1006,-15.0784,2014-09-14,2015-08-29,Soy_Corn
410,-58.0381,-13.0581,2014-09-14,2015-08-29,Soy_Corn
411,-58.0022,-13.2432,2014-09-14,2015-08-29,Soy_Corn
412,-54.728,-17.0929,2015-09-14,2016-08-28,Soy_Corn
413,-57.8404,-13.4339,2015-09-14,2016-08-28,Soy_Corn
414,-54.5124,-15.5804,2015-09-14,2016-08-28,Soy_Corn
415,-57.9576,-14.4065,2014-09-14,2015-08-29,Soy_Corn
416,-55.5141,-12.0736,2015-09-14,2016-08-28,Soy_Corn
417,-57.7408,-13.5388,2015-09-14,2016-08-28,Soy_Corn
418,-57.8932,-13.7379,2015-09-14,2016-08-28,Soy_Corn
